3.9595E+01    9.1368E+00    -3.9595E+01   -9.1368E+00   -6.7396E-08   6.7396E-08    2.2299E-08    -2.2299E-08   
3.9460E+01    9.1812E+00    -3.9460E+01   -9.1812E+00   -6.7928E-08   6.7928E-08    2.2176E-08    -2.2176E-08   
3.9323E+01    9.2255E+00    -3.9323E+01   -9.2255E+00   -6.8463E-08   6.8463E-08    2.2051E-08    -2.2051E-08   
3.9186E+01    9.2694E+00    -3.9186E+01   -9.2694E+00   -6.9000E-08   6.9000E-08    2.1924E-08    -2.1924E-08   
3.9047E+01    9.3132E+00    -3.9047E+01   -9.3132E+00   -6.9541E-08   6.9541E-08    2.1796E-08    -2.1796E-08   
3.8907E+01    9.3566E+00    -3.8907E+01   -9.3566E+00   -7.0085E-08   7.0085E-08    2.1665E-08    -2.1665E-08   
3.8767E+01    9.3998E+00    -3.8767E+01   -9.3998E+00   -7.0632E-08   7.0632E-08    2.1533E-08    -2.1533E-08   
3.8625E+01    9.4427E+00    -3.8625E+01   -9.4427E+00   -7.1182E-08   7.1182E-08    2.1399E-08    -2.1399E-08   
3.8482E+01    9.4854E+00    -3.8482E+01   -9.4854E+00   -7.1736E-08   7.1736E-08    2.1263E-08    -2.1263E-08   
3.8338E+01    9.5278E+00    -3.8338E+01   -9.5278E+00   -7.2293E-08   7.2293E-08    2.1125E-08    -2.1125E-08   
3.8193E+01    9.5699E+00    -3.8193E+01   -9.5699E+00   -7.2853E-08   7.2853E-08    2.0986E-08    -2.0986E-08   
3.8047E+01    9.6117E+00    -3.8047E+01   -9.6117E+00   -7.3417E-08   7.3417E-08    2.0844E-08    -2.0844E-08   
3.7899E+01    9.6533E+00    -3.7899E+01   -9.6533E+00   -7.3985E-08   7.3985E-08    2.0700E-08    -2.0700E-08   
3.7751E+01    9.6945E+00    -3.7751E+01   -9.6945E+00   -7.4556E-08   7.4556E-08    2.0554E-08    -2.0554E-08   
3.7601E+01    9.7355E+00    -3.7601E+01   -9.7355E+00   -7.5131E-08   7.5131E-08    2.0406E-08    -2.0406E-08   
3.7450E+01    9.7762E+00    -3.7450E+01   -9.7762E+00   -7.5709E-08   7.5709E-08    2.0255E-08    -2.0255E-08   
3.7298E+01    9.8165E+00    -3.7298E+01   -9.8165E+00   -7.6291E-08   7.6291E-08    2.0103E-08    -2.0103E-08   
3.7145E+01    9.8566E+00    -3.7145E+01   -9.8566E+00   -7.6877E-08   7.6877E-08    1.9948E-08    -1.9948E-08   
3.6991E+01    9.8963E+00    -3.6991E+01   -9.8963E+00   -7.7467E-08   7.7467E-08    1.9790E-08    -1.9790E-08   
3.6835E+01    9.9357E+00    -3.6835E+01   -9.9357E+00   -7.8061E-08   7.8061E-08    1.9631E-08    -1.9631E-08   
3.6678E+01    9.9748E+00    -3.6678E+01   -9.9748E+00   -7.8659E-08   7.8659E-08    1.9469E-08    -1.9469E-08   
3.6520E+01    1.0014E+01    -3.6520E+01   -1.0014E+01   -7.9261E-08   7.9261E-08    1.9305E-08    -1.9305E-08   
3.6361E+01    1.0052E+01    -3.6361E+01   -1.0052E+01   -7.9868E-08   7.9868E-08    1.9138E-08    -1.9138E-08   
3.6201E+01    1.0090E+01    -3.6201E+01   -1.0090E+01   -8.0478E-08   8.0478E-08    1.8968E-08    -1.8968E-08   
3.6039E+01    1.0128E+01    -3.6039E+01   -1.0128E+01   -8.1093E-08   8.1093E-08    1.8796E-08    -1.8796E-08   
3.5877E+01    1.0165E+01    -3.5877E+01   -1.0165E+01   -8.1713E-08   8.1713E-08    1.8621E-08    -1.8621E-08   
3.5713E+01    1.0202E+01    -3.5713E+01   -1.0202E+01   -8.2337E-08   8.2337E-08    1.8444E-08    -1.8444E-08   
3.5547E+01    1.0239E+01    -3.5547E+01   -1.0239E+01   -8.2965E-08   8.2965E-08    1.8263E-08    -1.8263E-08   
3.5381E+01    1.0275E+01    -3.5381E+01   -1.0275E+01   -8.3598E-08   8.3598E-08    1.8080E-08    -1.8080E-08   
3.5213E+01    1.0311E+01    -3.5213E+01   -1.0311E+01   -8.4236E-08   8.4236E-08    1.7894E-08    -1.7894E-08   
3.5044E+01    1.0347E+01    -3.5044E+01   -1.0347E+01   -8.4879E-08   8.4879E-08    1.7705E-08    -1.7705E-08   
3.4873E+01    1.0382E+01    -3.4873E+01   -1.0382E+01   -8.5527E-08   8.5527E-08    1.7513E-08    -1.7513E-08   
3.4702E+01    1.0417E+01    -3.4702E+01   -1.0417E+01   -8.6180E-08   8.6180E-08    1.7318E-08    -1.7318E-08   
3.4529E+01    1.0452E+01    -3.4529E+01   -1.0452E+01   -8.6838E-08   8.6838E-08    1.7119E-08    -1.7119E-08   
3.4354E+01    1.0486E+01    -3.4354E+01   -1.0486E+01   -8.7502E-08   8.7502E-08    1.6918E-08    -1.6918E-08   
3.4179E+01    1.0519E+01    -3.4179E+01   -1.0519E+01   -8.8170E-08   8.8170E-08    1.6713E-08    -1.6713E-08   
3.4002E+01    1.0552E+01    -3.4002E+01   -1.0552E+01   -8.8845E-08   8.8845E-08    1.6504E-08    -1.6504E-08   
